x,y
0.9202918097,0.5550732374
1.3428176829,0.7011751492
1.907147001,0.6753142733
3.6564266825,-0.3321606712
2.1066879268,0.6057916783
1.2799337523,0.6872773716
4.4721305962,-0.698708669
1.856839719,0.6884524723
5.7174577133,-0.3629000353
5.6803138376,-0.3849398149
0.9009549207,0.5458589503
4.0953479346,-0.5705898791
1.2471883567,0.6788225263
6.2482720324,-0.0231187364
5.5808374063,-0.4420820813
0.0422048858,0.0279455957
1.8650403245,0.6864421539
0.8631529626,0.5273467484
1.1229571661,0.6396861021
1.4890978013,0.7208756476
6.0393045766,-0.1606036573
4.7188311612,-0.7238015311
0.2537067043,0.1669961169
3.8464649829,-0.4434929124
3.8513530952,-0.4462188077
1.0538344327,0.6134743646
4.9464567711,-0.6999673308
3.6311800417,-0.3166992323
5.8407536652,-0.2874786552
5.6921298962,-0.3779668475
4.6308402879,-0.7208864171
1.2906419925,0.6898640193
5.7514210241,-0.3424521615
1.2249254105,0.6726149039
0.5764103618,0.3692745176
2.9995261783,0.0939055504
2.226791868,0.5524747664
1.9840769208,0.6516454556
3.3512211053,-0.1382522491
4.5231353629,-0.7081465956
4.6621214335,-0.7227039903
1.6127643805,0.7230418839
3.3669761535,-0.1485458148
1.3213765715,0.6967894626
1.4457560774,0.7169402138
5.3874024737,-0.5433645581
4.0152476514,-0.5325542799
0.4650073933,0.3015211968
1.680831053,0.7184871473
4.4695927229,-0.6981837539
2.3665455976,0.4818399196
2.5372162202,0.385825299
1.4518626989,0.7175932168
1.5574797263,0.7237415081
1.4048534089,0.7117426387
3.0544398635,0.0576760127
3.1255801258,0.0106040686
0.3125630716,0.2050758399
5.7396866384,-0.3495474232
2.1256632547,0.5978835236
4.2616154587,-0.638634456
4.0449545745,-0.5470155456
2.6652008029,0.3085658779
4.4850374843,-0.7012978401
0.1611925796,0.1064895224
0.7607234315,0.4741546414
2.8834584903,0.1698734301
1.5060956535,0.7219720506
2.9143179791,0.1497800117
4.7760426683,-0.7220313028
4.8092687675,-0.7196828987
4.3599550649,-0.670715417
0.8172251986,0.504017117
2.7966429922,0.2258552126
6.1390188089,-0.0952882574
5.4393590896,-0.5176378355
0.1270591561,0.0840177239
0.8327764708,0.5120155293
0.6645041861,0.4206895703
4.661097377,-0.7226580951
2.6363315961,0.3263138414
3.5389735102,-0.2591866456
3.8153645525,-0.4259696894
5.6745536037,-0.3883257343
4.5704389864,-0.7149646611
0.9286035031,0.5589788179
4.7391192143,-0.723504177
1.8019147314,0.7005561098
0.0488003083,0.0323108808
3.050863742,0.0600390352
0.2714717656,0.1785293711
4.0136096862,-0.5317452937
4.0621943836,-0.5552194663
2.7013395639,0.2861185988
4.7174991193,-0.7238083314
1.7505711449,0.7096638305
4.589474394,-0.7171711665
3.1014858125,0.0265568232
2.3247802266,0.5038034755
0.2771892948,0.1822343361
4.5078104678,-0.7055354246
1.2450710556,0.6782479709
0.2221091649,0.1464082304
2.9883766608,0.1012438917
1.159180396,0.6522013759
3.2657136062,-0.082080543
6.0814379012,-0.1330956518
2.0689018897,0.6209166349
0.8191063707,0.5049898981
3.3278133365,-0.122922737
4.3340062731,-0.6629011621
3.0867050856,0.0363391315
1.4266060373,0.7146845515
5.1549321306,-0.6415699817
2.5582225376,0.3734121555
2.0890824772,0.6129437374
5.2501301294,-0.605029883
1.0672148456,0.6187773746
1.827342589,0.6952501533
1.7325246402,0.7123439939
5.8316578813,-0.293147783
4.6979896033,-0.7237282473
3.4091471903,-0.1759890238
1.6000650879,0.7234413827
2.7894707544,0.2304382022
5.9367153686,-0.2268272438
2.1522848074,0.5864503164
5.5853315018,-0.4395653362
6.0348825449,-0.1634816258
5.5619799641,-0.4525701678
0.6317916936,0.4018484718
2.5596306566,0.3725760014
2.640661853,0.3236626734
4.8444431504,-0.7161505686
2.6023998948,0.3469474929
4.4776456319,-0.6998314805
0.9716777414,0.5786679695
0.5089074623,0.3285432481
0.4466696876,0.2901219814
5.9867968825,-0.1946493594
5.1318350697,-0.6495701431
4.807512404,-0.7198311677
0.5994550658,0.3829274628
1.4605041797,0.7184622507
2.5033265631,0.4056020577
4.0849597178,-0.5658325471
4.1812816085,-0.6077530694
0.257504044,0.1694640465
2.4710703774,0.4241212516
0.7498282974,0.4682587879
6.039367625,-0.1605626106
2.0020106321,0.6455381557
2.4848926493,0.4162231704
3.9099322248,-0.4782504741
5.159980211,-0.6397747021
4.9972442487,-0.6887394211
0.9560756019,0.5716450119
3.7022100311,-0.3598408492
0.0702166802,0.0464796444
1.8050659354,0.6999267851
3.4756246656,-0.2188655842
2.7040301901,0.2844376828
2.2792043575,0.5269656848
1.0066166574,0.5939282729
5.3371298507,-0.567068924
6.2614427865,-0.0143983833
4.0365219773,-0.5429517347
4.7005584567,-0.7237580216
3.196383351,-0.036275033
4.6649806106,-0.7228272439
0.2230824488,0.1470437147
5.8634034098,-0.2732976329
5.2163375529,-0.6186333165
1.1969048532,0.6642880408
4.9173036828,-0.7054759627
4.4802136924,-0.7003459359
2.5693683451,0.3667800301
1.630395899,0.7222516584
1.4646728629,0.7188583619
2.0838792887,0.6150226721
3.2243405286,-0.0547647716
3.0372668863,0.0690194375
0.8504404154,0.5209785894
1.1560093694,0.6511407819
1.551593708,0.7236569328
3.2153558057,-0.0488248794
4.0580386521,-0.5532548337
0.7984015001,0.4942052113
1.3015624893,0.6924099833
2.6052282814,0.3452373801
5.9849985182,-0.1958101378
1.7899308318,0.7028757867
2.5387969676,0.3848952097
3.3288555187,-0.1236061096
1.5004637942,0.7216368245
5.2052622164,-0.6229437279
6.134368282,-0.0983494242
0.5124120829,0.3306832915
2.9301683877,0.139426572
4.7339502652,-0.7236144523
0.7423202425,0.4641711485
3.7397429097,-0.3821580846
0.8231936262,0.5070985278
0.5098239127,0.3291031189
3.413500636,-0.1788121615
3.5249474091,-0.2503102124
1.4541692202,0.7178314892
2.3286579603,0.5017930961
0.4393653,0.2855641127
0.0817515896,0.0541062351
4.4781111547,-0.6999251336
4.4798159518,-0.7002666063
4.7640965972,-0.722639187
4.2411925879,-0.6311620457
1.3203119214,0.6965620726
1.0582045532,0.6152180969
4.3075742227,-0.6544530704
1.4549993545,0.7179161205
1.0993443702,0.6310668605
2.8260585157,0.206987633
3.8871312984,-0.4659257989
5.8314782648,-0.2932595798
3.7790503494,-0.4051340348
1.2188011615,0.6708433793
2.1382129057,0.5925422673
1.3872885553,0.7090752749
4.5715031555,-0.715096214
0.1224955084,0.0810087016
5.4933008114,-0.4897199682
4.5560314182,-0.7130885198
0.8263688253,0.5087319208
4.2911015534,-0.6489453814
2.6069614707,0.3441885487
1.9780490619,0.6536495448
4.410677258,-0.6845665057
1.9088768909,0.6748287349
0.2885907287,0.1896119613
0.449388242,0.2918158565
1.0464880105,0.6105176399
0.0579496026,0.0383651552
6.2668812961,-0.0107970898
4.5912196531,-0.717357877
0.2182136771,0.1438639587
1.7940539838,0.7020908745
2.2186391648,0.5563275796
0.2054708467,0.1355325169
4.5667083826,-0.7144958406
3.9565949616,-0.5028657866
3.548159173,-0.2649828951
1.9975841474,0.6470655844
1.5432730724,0.7234851713
5.2901899235,-0.5880570985
0.9997967712,0.5910013699
1.6653533757,0.7198784074
5.4181524782,-0.5282824712
1.1601995536,0.6525407992
1.5524304872,0.7236708226
6.2809784672,-0.0014614828
5.8076526246,-0.3080351084
4.475935928,-0.6994860235
1.1475843163,0.6482899434
2.0557738832,0.625970922
5.9304032817,-0.2308596596
1.103775887,0.63271155
0.6444961823,0.4092027075
2.2023985845,0.5639062514
1.1640031971,0.6538013353
3.836796268,-0.438078143
2.5424167538,0.3827628907
5.6692106982,-0.3914583938
3.8732100514,-0.4583099681
2.4590335351,0.4309516945
6.2692205763,-0.0092479974
6.1780880859,-0.0695287574
4.691918008,-0.7236347
1.6151337402,0.722951609
5.0749896276,-0.6677112749
1.5720519011,0.7238191749
2.6307084549,0.3297506362
3.3904390691,-0.1638353212
2.7313504185,0.267298464
6.2645389481,-0.0123481804
2.4737956055,0.4225686124
4.7822262994,-0.7216674166
5.3692920859,-0.5520438969
4.3013228696,-0.6523845772
4.9039079415,-0.7077728902
1.3544624745,0.7034010194
3.4121921101,-0.1779638112
6.2511747402,-0.0211970181
3.6717824656,-0.3414977665
3.8252117017,-0.4315510092
0.3593745448,0.2350653018
1.1721902689,0.6564809804
3.2953224496,-0.1015818958
1.8788258298,0.6829464231
3.5920055509,-0.292453946
5.4677161105,-0.5031077734
5.9089152503,-0.2445448186
5.7902040294,-0.3187854398
1.8464413335,0.6909266123
3.5817295874,-0.2860460594
0.7593923032,0.4734366066
4.7700558737,-0.7223516241
1.5192705049,0.7226474684
2.2256949435,0.5529950101
4.7643013631,-0.7226298243
0.5747344126,0.3682763353
1.8309787138,0.6944492028
2.6003128348,0.3482082044
1.8888541179,0.6803127081
1.2912527305,0.690008864
1.3434680223,0.701302371
4.5439524546,-0.7113797757
0.3860305187,0.2520059327
2.3558213831,0.4875438439
0.1808516657,0.1194009995
0.2066322928,0.1362924234
0.095876106,0.0634394233
1.453947405,0.7178087746
5.0379470764,-0.6782934576
2.885878649,0.168300858
6.0131371446,-0.1776063401
4.9859358753,-0.6914156039
3.6064563157,-0.301432096
4.1455393147,-0.5927854292
4.4547324281,-0.6950066955
4.9023668428,-0.7080275843
4.8709094494,-0.7127916255
0.7704366393,0.4793744946
5.6599058701,-0.3968954781
0.6115761008,0.3900530497
0.3900187938,0.2545313845
1.0659882481,0.6182957021
1.8084329287,0.6992454978
5.4521857016,-0.5111066716
2.6821868971,0.2980457588
4.0646339298,-0.5563688919
5.8056313907,-0.3092835373
2.9210256634,0.1454011373
4.1617105979,-0.5996466719
0.1797109846,0.1186525287
5.4064887169,-0.5340533385
2.1951121863,0.5672640521
1.4511259001,0.7175161345
2.8115145787,0.2163303368
2.4564569454,0.4324079599
0.6371663554,0.4049653165
3.1320215969,0.0063383938
1.2605349899,0.6823668578
0.4230166892,0.2753283966
4.2496296245,-0.6342812631
5.078276409,-0.6667241587
1.6404263784,0.7216801568
1.5870812784,0.723702682
2.2821043743,0.525518171
3.6651749353,-0.3374864372
5.9612224553,-0.2111205859
4.6693142134,-0.7230003327
5.4644817587,-0.5047817134
0.3164434051,0.2075725029
5.321223501,-0.5743093233
4.3989276152,-0.6815292898
2.039521758,0.632080236
1.921002183,0.6713637862
0.1535431449,0.1014591096
5.1277664988,-0.6509425087
1.9881773475,0.6502681038
0.9473242434,0.5676511716
2.7145384197,0.2778606029
5.3242710685,-0.5729321016
6.0729986293,-0.1386173132
6.0971750502,-0.1227847486
2.7363227535,0.264165543
3.1003004139,0.0273414902
0.844119379,0.5177863017
5.8281623014,-0.2953224234
1.8284695025,0.695003043
3.8566939613,-0.4491881663
0.990148589,0.5868173007
1.0449718372,0.6099034814
2.8493425056,0.1919768448
4.7184867973,-0.7238034395
2.00576715,0.6442317207
4.0189840649,-0.5343952023
5.9672769863,-0.2072283318
4.0192221228,-0.5345122811
5.0502419552,-0.6748927398
1.0645290522,0.6177215121
4.7324285269,-0.7236424219
5.4923533579,-0.4902203042
0.6613584867,0.4188914521
2.9379817028,0.1343154122
5.2866151258,-0.5896077375
0.8891462783,0.5401457623
1.3346296759,0.6995440573
0.4823236848,0.3122264076
4.4316630928,-0.6897282048
5.9630934831,-0.2099182532
1.2653293793,0.6836072073
4.6544697261,-0.7223387573
5.4371903099,-0.518735312
3.2951059482,-0.1014394728
4.205186457,-0.6173528217
2.0827779783,0.6154606409
4.5292859135,-0.7091396462
0.6716724468,0.4247758567
3.4447009455,-0.1989848668
2.9791032337,0.1073420017
5.3709795944,-0.5512417021
4.4373218928,-0.6910616473
0.7771157673,0.4829435861
2.7803291253,0.2362692296
3.4108516473,-0.1770945704
0.4913405729,0.3177772007
0.1565580602,0.1034421879
4.7743446,-0.7221253556
3.3523995811,-0.1390229098
5.4835851985,-0.4948341625
6.2447807152,-0.0254299938
4.0192403343,-0.5345212366
3.5807456981,-0.2854315236
5.1377286364,-0.6475624653
2.0069447634,0.643820254
2.1609869926,0.5826295734
2.3999128196,0.4638215672
2.5704653201,0.3661256191
0.5592953017,0.359048372
2.348012503,0.4916696311
0.412420468,0.2686696202
5.9227726115,-0.2357270216
4.870577942,-0.7128373878
6.2796761627,-0.0023239341
0.7018729829,0.4418164312
1.8994616152,0.6774446164
0.4515744528,0.2931770541
1.5633559221,0.7237954072
4.5595077884,-0.7135573861
0.0286282731,0.0189576671
3.2649044783,-0.0815470076
5.7112917662,-0.3665827389
5.1563442714,-0.6410694462
5.9530115341,-0.216391722
6.1894967001,-0.0619944101
0.3567296766,0.2333787655
3.5216854348,-0.2482415105
4.4195237033,-0.6867837634
1.0842956324,0.6253899394
5.4296212267,-0.5225498156
0.3627610223,0.2372232824
0.5346767247,0.3442161169
4.8402597477,-0.7166266386
5.5598677733,-0.453737527
3.6473726663,-0.3266313023
1.661053372,0.7202279443
2.5811474485,0.3597376696
2.1295775115,0.5962269591
5.4859151588,-0.4936110376
0.8273916031,0.5092571804
5.9787044167,-0.1998697864
2.7036290596,0.2846883632
1.1334751467,0.643409581
5.5814953829,-0.441714016
0.6705279055,0.4241244564
5.4707691501,-0.5015238076
1.450347917,0.7174342352
5.1125099851,-0.655988606
0.6535158835,0.4143956644
1.9181176133,0.6721978348
4.7405028644,-0.7234706555
0.9889268843,0.5862839012
0.9834891942,0.5839000822
2.2029820606,0.5636362221
5.2014293692,-0.624418023
1.2976815895,0.6915158958
3.1870056304,-0.0300690137
0.3319321501,0.2175194152
2.6129308408,0.3405710084
0.8206587431,0.5057915725
5.9077030247,-0.245314847
5.5471515892,-0.4607332972
3.8197599848,-0.4284647168
5.3976674313,-0.5383774129
3.2750738257,-0.0882503657
1.4152244922,0.7131953906
2.1800953688,0.5740997108
1.3587865412,0.7041993372
4.0379490538,-0.54364179
0.1549917291,0.1024119906
1.2340082008,0.6751916997
1.3779217509,0.7075472168
1.3776158777,0.7074960858
3.6538246247,-0.3305733733
1.1376419882,0.6448646194
3.198665655,-0.0377851641
2.4526720815,0.4345433441
5.659090011,-0.3973710732
3.543349246,-0.2619494793
1.1935379923,0.6632497032
5.7358659546,-0.3518507737
5.5096902119,-0.4810108909
5.6293803312,-0.4145617109
5.122653356,-0.6526513492
4.025648895,-0.537663372
5.8743547565,-0.2664094164
2.6011574275,0.3476981397
5.1217367293,-0.6529558151
5.576766762,-0.4443560204
2.9678615184,0.1147273513
1.8790090998,0.6828989737
3.3266959534,-0.1221899692
2.6280194365,0.331391738
2.8702834763,0.1784239633
1.884867189,0.6813688841
3.6275249516,-0.3144498419
4.0918809658,-0.5690082239
4.4803909114,-0.7003812412
0.0369884659,0.0244925363
2.8291967865,0.2049682167
3.3614802938,-0.144957435
4.5257449617,-0.7085717908
2.9641250521,0.1171802505
1.7824031358,0.7042729542
5.515076947,-0.4781264463
2.8483610101,0.1926108748
2.2859659822,0.523585012
1.0563464592,0.6144780788
4.9602043724,-0.697130415
5.9112693957,-0.2430487973
1.5368972671,0.7233121982
0.6303544665,0.4010136202
0.3039478291,0.199526146
1.2698493545,0.684760548
0.0286612224,0.0189794828
6.1184706763,-0.1088045062
3.4924267526,-0.2296158323
4.0346284989,-0.5420347009
3.6228862557,-0.3115912467
5.6599412925,-0.3968748249
2.1003436951,0.6083897614
0.2868098196,0.1884605143
6.044842115,-0.1569971195
1.0928442555,0.6286321036
2.8931453152,0.1635756883
3.9173577309,-0.4822231687
1.6922652819,0.7173260091
5.8952640358,-0.2532035007
3.961384714,-0.5053441217
1.677576763,0.718796936
6.1351020178,-0.0978665287
6.2450171223,-0.0252734972
1.3191644184,0.6963159738
5.9504850579,-0.2180118912
3.8359939932,-0.4376274902
3.4131563423,-0.1785889646
1.0199850458,0.5995908803
4.8219671288,-0.7185311642
0.8591005289,0.5253243516
4.6330801545,-0.721045071
5.9959883984,-0.1887108169
3.196702498,-0.0364862093
4.8640518629,-0.7137192716
2.072198171,0.6196310587
1.8719866599,0.6846988478
2.5167674799,0.3977963901
3.6241413308,-0.3123651123
1.273625492,0.6857121211
5.999540948,-0.1864130181
4.3141275923,-0.6565927811
0.9086885466,0.5495653897
3.4872251571,-0.2262918455
2.805342477,0.2202869663
3.9329549214,-0.4905002067
1.1506426938,0.6493303446
6.0904473836,-0.1271949035
4.2067291163,-0.617960682
5.5431967831,-0.462897636
4.5101952948,-0.7059545508
2.9476193398,0.1280043775
5.7720688011,-0.3298924742
3.2492469413,-0.0712167846
4.5734893927,-0.715339162
1.0522948724,0.6128573676
3.4838824417,-0.2241537952
0.4654199868,0.3017769468
1.4352036214,0.7157361521
5.4326316094,-0.5210356444
2.8301009985,0.2043861507
5.5611217804,-0.4530446482
2.4204224888,0.4525507128
4.0169050063,-0.5333716253
6.2695245469,-0.0090467031
0.8032512696,0.4967465842
5.8271489831,-0.295952395
4.9004568169,-0.7083405049
4.2385077014,-0.6301600054
4.2584863192,-0.6375068701
5.0953542467,-0.6614714142
4.2509520228,-0.6347660657
1.1899431745,0.6621322248
0.5372136498,0.3457510666
6.2145256934,-0.0454498719
1.6230742366,0.7226130193
1.6286341567,0.7223429149
5.1253737477,-0.6517443852
3.8994681825,-0.4726176468
0.2335906209,0.153899592
0.6262949318,0.3986524039
0.6554256322,0.4154921126
0.8248372454,0.5079445573
5.3536594014,-0.559410173
2.2333604954,0.5493474414
2.3684479019,0.4808236196
2.5224185208,0.394499553
1.3532404644,0.7031726333
3.4458764818,-0.1997427532
3.1560809807,-0.0095947302
2.5661077662,0.3687233989
5.1960406561,-0.626475496
3.3625707445,-0.1456696198
2.691051037,0.2925340905
0.6767843656,0.427680332
4.5618037293,-0.7138614116
1.8908357117,0.6797833163
0.7911520222,0.4903892518
5.5116487569,-0.4799633913
3.5123689606,-0.2423243026
2.4074062631,0.45972045
1.8525543031,0.6894823123
0.4719214789,0.3058026261
3.4041963435,-0.1727761111
0.7956764221,0.4927731841
1.3323242366,0.6990750266
0.1734199334,0.1145230134
5.0262185871,-0.6814324106
3.0572507445,0.0558183515
6.0026104789,-0.1844265221
3.947816233,-0.4982995597
3.1864580694,-0.029706598
2.8013805815,0.222824098
5.4650162201,-0.5045053942
2.2621148804,0.5354204254
3.2916316833,-0.0991535983
4.4626995887,-0.6967319587
4.1404637317,-0.5906021241
4.5236135475,-0.7082249336
4.7672005779,-0.7224933026
0.5308328075,0.3418875976
5.519011622,-0.4760127644
1.0256613778,0.6019649528
4.6931568827,-0.7236564322
0.0556270771,0.0368284525
4.5689913091,-0.7147841447
2.7935401909,0.2278387392
1.3457884622,0.7017535031
2.6894974172,0.2935011787
4.4632130365,-0.6968414089
3.9382621719,-0.4932953905
2.1652709669,0.5807338786
1.0910981137,0.6279735476
3.7546665131,-0.3909308054
2.4559479649,0.4326953847
1.4433334607,0.7166722526
2.4356315107,0.4441007769
5.8729035578,-0.2673233445
3.5208563164,-0.2477154368
5.9603944231,-0.2116525435
6.2007633825,-0.0545493245
3.8540470158,-0.4477177283
3.0076778212,0.0885361105
1.2665584679,0.6839223696
3.5067361183,-0.2387404708
1.6566359328,0.7205702385
3.8991072122,-0.4724226235
0.0462837826,0.0306453657
3.935220202,-0.4916946018
4.3728570008,-0.6744196563
2.9171182429,0.1479524257
1.3916682596,0.7097646143
5.4364900505,-0.5190892407
2.9917246212,0.0990410739
3.0532669726,0.0584510799
3.7996463034,-0.4169991767
2.8580475803,0.1863487798
4.8514010627,-0.7153254923
3.9302883703,-0.4890917039
5.2310955107,-0.6127750754
1.1139594936,0.6364438119
3.7897071833,-0.4112887681
5.8822339519,-0.2614412845
2.8424987582,0.1963954999
1.3284393385,0.6982749795
0.1979633048,0.1306179997
2.0408990912,0.6315689044
0.8502601179,0.5208877706
